Time Stamp,Time Zone,Fuel Category,Gen MW
07/12/2024 04:50:00,EDT,Other Renewables,251.0
07/12/2024 04:50:00,EDT,Wind,7.0
07/12/2024 04:50:00,EDT,Hydro,2512.0
07/12/2024 04:55:00,EDT,Dual Fuel,4551.0
07/12/2024 04:55:00,EDT,Natural Gas,4718.0
07/12/2024 04:55:00,EDT,Nuclear,3249.0
07/12/2024 04:55:00,EDT,Other Fossil Fuels,8.0
07/12/2024 04:55:00,EDT,Other Renewables,251.0
07/12/2024 04:55:00,EDT,Wind,7.0
07/12/2024 04:55:00,EDT,Hydro,2515.0
07/12/2024 05:00:00,EDT,Dual Fuel,4563.0
07/12/2024 05:00:00,EDT,Natural Gas,4738.0
07/12/2024 05:00:00,EDT,Nuclear,3248.0
07/12/2024 05:00:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:00:00,EDT,Other Renewables,253.0
07/12/2024 05:00:00,EDT,Wind,6.0
07/12/2024 05:00:00,EDT,Hydro,2483.0
07/12/2024 05:05:00,EDT,Dual Fuel,4613.0
07/12/2024 05:05:00,EDT,Natural Gas,4745.0
07/12/2024 05:05:00,EDT,Nuclear,3250.0
07/12/2024 05:05:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:05:00,EDT,Other Renewables,252.0
07/12/2024 05:05:00,EDT,Wind,6.0
07/12/2024 05:05:00,EDT,Hydro,2410.0
07/12/2024 05:10:00,EDT,Dual Fuel,4578.0
07/12/2024 05:10:00,EDT,Natural Gas,4761.0
07/12/2024 05:10:00,EDT,Nuclear,3250.0
07/12/2024 05:10:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:10:00,EDT,Other Renewables,253.0
07/12/2024 05:10:00,EDT,Wind,7.0
07/12/2024 05:10:00,EDT,Hydro,2429.0
07/12/2024 05:15:00,EDT,Dual Fuel,4573.0
07/12/2024 05:15:00,EDT,Natural Gas,4776.0
07/12/2024 05:15:00,EDT,Nuclear,3250.0
07/12/2024 05:15:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:15:00,EDT,Other Renewables,254.0
07/12/2024 05:15:00,EDT,Wind,8.0
07/12/2024 05:15:00,EDT,Hydro,2476.0
07/12/2024 05:20:00,EDT,Dual Fuel,4594.0
07/12/2024 05:20:00,EDT,Natural Gas,4773.0
07/12/2024 05:20:00,EDT,Nuclear,3251.0
07/12/2024 05:20:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:20:00,EDT,Other Renewables,253.0
07/12/2024 05:20:00,EDT,Wind,7.0
07/12/2024 05:20:00,EDT,Hydro,2482.0
07/12/2024 05:25:00,EDT,Dual Fuel,4594.0
07/12/2024 05:25:00,EDT,Natural Gas,4775.0
07/12/2024 05:25:00,EDT,Nuclear,3251.0
07/12/2024 05:25:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:25:00,EDT,Other Renewables,254.0
07/12/2024 05:25:00,EDT,Wind,6.0
07/12/2024 05:25:00,EDT,Hydro,2482.0
07/12/2024 05:30:00,EDT,Dual Fuel,4609.0
07/12/2024 05:30:00,EDT,Natural Gas,4778.0
07/12/2024 05:30:00,EDT,Nuclear,3251.0
07/12/2024 05:30:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:30:00,EDT,Other Renewables,252.0
07/12/2024 05:30:00,EDT,Wind,6.0
07/12/2024 05:30:00,EDT,Hydro,2479.0
07/12/2024 05:35:00,EDT,Dual Fuel,4648.0
07/12/2024 05:35:00,EDT,Natural Gas,4779.0
07/12/2024 05:35:00,EDT,Nuclear,3251.0
07/12/2024 05:35:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:35:00,EDT,Other Renewables,252.0
07/12/2024 05:35:00,EDT,Wind,7.0
07/12/2024 05:35:00,EDT,Hydro,2498.0
07/12/2024 05:40:00,EDT,Dual Fuel,4686.0
07/12/2024 05:40:00,EDT,Natural Gas,4776.0
07/12/2024 05:40:00,EDT,Nuclear,3252.0
07/12/2024 05:40:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:40:00,EDT,Other Renewables,254.0
07/12/2024 05:40:00,EDT,Wind,19.0
07/12/2024 05:40:00,EDT,Hydro,2463.0
07/12/2024 05:45:00,EDT,Dual Fuel,4718.0
07/12/2024 05:45:00,EDT,Natural Gas,4789.0
07/12/2024 05:45:00,EDT,Nuclear,3252.0
07/12/2024 05:45:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:45:00,EDT,Other Renewables,258.0
07/12/2024 05:45:00,EDT,Wind,19.0
07/12/2024 05:45:00,EDT,Hydro,2486.0
07/12/2024 05:50:00,EDT,Dual Fuel,4733.0
07/12/2024 05:50:00,EDT,Natural Gas,4807.0
07/12/2024 05:50:00,EDT,Nuclear,3253.0
07/12/2024 05:50:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:50:00,EDT,Other Renewables,254.0
07/12/2024 05:50:00,EDT,Wind,19.0
07/12/2024 05:50:00,EDT,Hydro,2486.0
07/12/2024 05:55:00,EDT,Dual Fuel,4731.0
07/12/2024 05:55:00,EDT,Natural Gas,4806.0
07/12/2024 05:55:00,EDT,Nuclear,3252.0
07/12/2024 05:55:00,EDT,Other Fossil Fuels,8.0
07/12/2024 05:55:00,EDT,Other Renewables,257.0
07/12/2024 05:55:00,EDT,Wind,17.0
07/12/2024 05:55:00,EDT,Hydro,2466.0
07/12/2024 06:00:00,EDT,Dual Fuel,4767.0
07/12/2024 06:00:00,EDT,Natural Gas,4744.0
07/12/2024 06:00:00,EDT,Nuclear,3252.0
07/12/2024 06:00:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:00:00,EDT,Other Renewables,251.0
07/12/2024 06:00:00,EDT,Wind,16.0
07/12/2024 06:00:00,EDT,Hydro,2464.0
07/12/2024 06:05:00,EDT,Dual Fuel,4759.0
07/12/2024 06:05:00,EDT,Natural Gas,4700.0
07/12/2024 06:05:00,EDT,Nuclear,3252.0
07/12/2024 06:05:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:05:00,EDT,Other Renewables,263.0
07/12/2024 06:05:00,EDT,Wind,16.0
07/12/2024 06:05:00,EDT,Hydro,2500.0
07/12/2024 06:10:00,EDT,Dual Fuel,4760.0
07/12/2024 06:10:00,EDT,Natural Gas,4800.0
07/12/2024 06:10:00,EDT,Nuclear,3251.0
07/12/2024 06:10:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:10:00,EDT,Other Renewables,258.0
07/12/2024 06:10:00,EDT,Wind,17.0
07/12/2024 06:10:00,EDT,Hydro,2509.0
07/12/2024 06:15:00,EDT,Dual Fuel,4703.0
07/12/2024 06:15:00,EDT,Natural Gas,4811.0
07/12/2024 06:15:00,EDT,Nuclear,3253.0
07/12/2024 06:15:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:15:00,EDT,Other Renewables,262.0
07/12/2024 06:15:00,EDT,Wind,17.0
07/12/2024 06:15:00,EDT,Hydro,2466.0
07/12/2024 06:20:00,EDT,Dual Fuel,4715.0
07/12/2024 06:20:00,EDT,Natural Gas,4809.0
07/12/2024 06:20:00,EDT,Nuclear,3253.0
07/12/2024 06:20:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:20:00,EDT,Other Renewables,266.0
07/12/2024 06:20:00,EDT,Wind,17.0
07/12/2024 06:20:00,EDT,Hydro,2498.0
07/12/2024 06:25:00,EDT,Dual Fuel,4800.0
07/12/2024 06:25:00,EDT,Natural Gas,4804.0
07/12/2024 06:25:00,EDT,Nuclear,3251.0
07/12/2024 06:25:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:25:00,EDT,Other Renewables,264.0
07/12/2024 06:25:00,EDT,Wind,20.0
07/12/2024 06:25:00,EDT,Hydro,2517.0
07/12/2024 06:30:00,EDT,Dual Fuel,4844.0
07/12/2024 06:30:00,EDT,Natural Gas,4803.0
07/12/2024 06:30:00,EDT,Nuclear,3252.0
07/12/2024 06:30:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:30:00,EDT,Other Renewables,265.0
07/12/2024 06:30:00,EDT,Wind,50.0
07/12/2024 06:30:00,EDT,Hydro,2503.0
07/12/2024 06:35:00,EDT,Dual Fuel,4876.0
07/12/2024 06:35:00,EDT,Natural Gas,4815.0
07/12/2024 06:35:00,EDT,Nuclear,3251.0
07/12/2024 06:35:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:35:00,EDT,Other Renewables,264.0
07/12/2024 06:35:00,EDT,Wind,55.0
07/12/2024 06:35:00,EDT,Hydro,2511.0
07/12/2024 06:40:00,EDT,Dual Fuel,4903.0
07/12/2024 06:40:00,EDT,Natural Gas,4829.0
07/12/2024 06:40:00,EDT,Nuclear,3253.0
07/12/2024 06:40:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:40:00,EDT,Other Renewables,268.0
07/12/2024 06:40:00,EDT,Wind,60.0
07/12/2024 06:40:00,EDT,Hydro,2528.0
07/12/2024 06:45:00,EDT,Dual Fuel,4940.0
07/12/2024 06:45:00,EDT,Natural Gas,4857.0
07/12/2024 06:45:00,EDT,Nuclear,3253.0
07/12/2024 06:45:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:45:00,EDT,Other Renewables,278.0
07/12/2024 06:45:00,EDT,Wind,84.0
07/12/2024 06:45:00,EDT,Hydro,2538.0
07/12/2024 06:50:00,EDT,Dual Fuel,5057.0
07/12/2024 06:50:00,EDT,Natural Gas,4897.0
07/12/2024 06:50:00,EDT,Nuclear,3253.0
07/12/2024 06:50:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:50:00,EDT,Other Renewables,285.0
07/12/2024 06:50:00,EDT,Wind,106.0
07/12/2024 06:50:00,EDT,Hydro,2559.0
07/12/2024 06:55:00,EDT,Dual Fuel,5156.0
07/12/2024 06:55:00,EDT,Natural Gas,4933.0
07/12/2024 06:55:00,EDT,Nuclear,3252.0
07/12/2024 06:55:00,EDT,Other Fossil Fuels,8.0
07/12/2024 06:55:00,EDT,Other Renewables,291.0
07/12/2024 06:55:00,EDT,Wind,102.0
07/12/2024 06:55:00,EDT,Hydro,2563.0
07/12/2024 07:00:00,EDT,Dual Fuel,5167.0
07/12/2024 07:00:00,EDT,Natural Gas,4915.0
07/12/2024 07:00:00,EDT,Nuclear,3251.0
07/12/2024 07:00:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:00:00,EDT,Other Renewables,292.0
07/12/2024 07:00:00,EDT,Wind,87.0
07/12/2024 07:00:00,EDT,Hydro,2644.0
07/12/2024 07:05:00,EDT,Dual Fuel,5135.0
07/12/2024 07:05:00,EDT,Natural Gas,4812.0
07/12/2024 07:05:00,EDT,Nuclear,3251.0
07/12/2024 07:05:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:05:00,EDT,Other Renewables,288.0
07/12/2024 07:05:00,EDT,Wind,82.0
07/12/2024 07:05:00,EDT,Hydro,2735.0
07/12/2024 07:10:00,EDT,Dual Fuel,5146.0
07/12/2024 07:10:00,EDT,Natural Gas,4793.0
07/12/2024 07:10:00,EDT,Nuclear,3253.0
07/12/2024 07:10:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:10:00,EDT,Other Renewables,286.0
07/12/2024 07:10:00,EDT,Wind,71.0
07/12/2024 07:10:00,EDT,Hydro,2796.0
07/12/2024 07:15:00,EDT,Dual Fuel,5170.0
07/12/2024 07:15:00,EDT,Natural Gas,4804.0
07/12/2024 07:15:00,EDT,Nuclear,3250.0
07/12/2024 07:15:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:15:00,EDT,Other Renewables,290.0
07/12/2024 07:15:00,EDT,Wind,65.0
07/12/2024 07:15:00,EDT,Hydro,2935.0
07/12/2024 07:20:00,EDT,Dual Fuel,5198.0
07/12/2024 07:20:00,EDT,Natural Gas,4797.0
07/12/2024 07:20:00,EDT,Nuclear,3250.0
07/12/2024 07:20:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:20:00,EDT,Other Renewables,295.0
07/12/2024 07:20:00,EDT,Wind,64.0
07/12/2024 07:20:00,EDT,Hydro,3008.0
07/12/2024 07:25:00,EDT,Dual Fuel,5214.0
07/12/2024 07:25:00,EDT,Natural Gas,4812.0
07/12/2024 07:25:00,EDT,Nuclear,3251.0
07/12/2024 07:25:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:25:00,EDT,Other Renewables,301.0
07/12/2024 07:25:00,EDT,Wind,70.0
07/12/2024 07:25:00,EDT,Hydro,3006.0
07/12/2024 07:30:00,EDT,Dual Fuel,5222.0
07/12/2024 07:30:00,EDT,Natural Gas,4790.0
07/12/2024 07:30:00,EDT,Nuclear,3252.0
07/12/2024 07:30:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:30:00,EDT,Other Renewables,311.0
07/12/2024 07:30:00,EDT,Wind,74.0
07/12/2024 07:30:00,EDT,Hydro,2992.0
07/12/2024 07:35:00,EDT,Dual Fuel,5207.0
07/12/2024 07:35:00,EDT,Natural Gas,4761.0
07/12/2024 07:35:00,EDT,Nuclear,3251.0
07/12/2024 07:35:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:35:00,EDT,Other Renewables,318.0
07/12/2024 07:35:00,EDT,Wind,71.0
07/12/2024 07:35:00,EDT,Hydro,3004.0
07/12/2024 07:40:00,EDT,Dual Fuel,5195.0
07/12/2024 07:40:00,EDT,Natural Gas,4766.0
07/12/2024 07:40:00,EDT,Nuclear,3251.0
07/12/2024 07:40:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:40:00,EDT,Other Renewables,323.0
07/12/2024 07:40:00,EDT,Wind,70.0
07/12/2024 07:40:00,EDT,Hydro,3002.0
07/12/2024 07:45:00,EDT,Dual Fuel,5191.0
07/12/2024 07:45:00,EDT,Natural Gas,4829.0
07/12/2024 07:45:00,EDT,Nuclear,3251.0
07/12/2024 07:45:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:45:00,EDT,Other Renewables,333.0
07/12/2024 07:45:00,EDT,Wind,70.0
07/12/2024 07:45:00,EDT,Hydro,3027.0
07/12/2024 07:50:00,EDT,Dual Fuel,5234.0
07/12/2024 07:50:00,EDT,Natural Gas,4910.0
07/12/2024 07:50:00,EDT,Nuclear,3252.0
07/12/2024 07:50:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:50:00,EDT,Other Renewables,350.0
07/12/2024 07:50:00,EDT,Wind,73.0
07/12/2024 07:50:00,EDT,Hydro,3009.0
07/12/2024 07:55:00,EDT,Dual Fuel,5315.0
07/12/2024 07:55:00,EDT,Natural Gas,4959.0
07/12/2024 07:55:00,EDT,Nuclear,3252.0
07/12/2024 07:55:00,EDT,Other Fossil Fuels,8.0
07/12/2024 07:55:00,EDT,Other Renewables,353.0
07/12/2024 07:55:00,EDT,Wind,75.0
07/12/2024 07:55:00,EDT,Hydro,3033.0
07/12/2024 08:00:00,EDT,Dual Fuel,5357.0
07/12/2024 08:00:00,EDT,Natural Gas,4938.0
07/12/2024 08:00:00,EDT,Nuclear,3251.0
07/12/2024 08:00:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:00:00,EDT,Other Renewables,349.0
07/12/2024 08:00:00,EDT,Wind,76.0
07/12/2024 08:00:00,EDT,Hydro,3034.0
07/12/2024 08:05:00,EDT,Dual Fuel,5405.0
07/12/2024 08:05:00,EDT,Natural Gas,4881.0
07/12/2024 08:05:00,EDT,Nuclear,3250.0
07/12/2024 08:05:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:05:00,EDT,Other Renewables,350.0
07/12/2024 08:05:00,EDT,Wind,78.0
07/12/2024 08:05:00,EDT,Hydro,3010.0
07/12/2024 08:10:00,EDT,Dual Fuel,5457.0
07/12/2024 08:10:00,EDT,Natural Gas,4904.0
07/12/2024 08:10:00,EDT,Nuclear,3251.0
07/12/2024 08:10:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:10:00,EDT,Other Renewables,361.0
07/12/2024 08:10:00,EDT,Wind,74.0
07/12/2024 08:10:00,EDT,Hydro,3014.0
07/12/2024 08:15:00,EDT,Dual Fuel,5546.0
07/12/2024 08:15:00,EDT,Natural Gas,4882.0
07/12/2024 08:15:00,EDT,Nuclear,3251.0
07/12/2024 08:15:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:15:00,EDT,Other Renewables,363.0
07/12/2024 08:15:00,EDT,Wind,73.0
07/12/2024 08:15:00,EDT,Hydro,3021.0
07/12/2024 08:20:00,EDT,Dual Fuel,5576.0
07/12/2024 08:20:00,EDT,Natural Gas,4876.0
07/12/2024 08:20:00,EDT,Nuclear,3250.0
07/12/2024 08:20:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:20:00,EDT,Other Renewables,375.0
07/12/2024 08:20:00,EDT,Wind,70.0
07/12/2024 08:20:00,EDT,Hydro,2993.0
07/12/2024 08:25:00,EDT,Dual Fuel,5632.0
07/12/2024 08:25:00,EDT,Natural Gas,4877.0
07/12/2024 08:25:00,EDT,Nuclear,3250.0
07/12/2024 08:25:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:25:00,EDT,Other Renewables,380.0
07/12/2024 08:25:00,EDT,Wind,72.0
07/12/2024 08:25:00,EDT,Hydro,2943.0
07/12/2024 08:30:00,EDT,Dual Fuel,5660.0
07/12/2024 08:30:00,EDT,Natural Gas,4874.0
07/12/2024 08:30:00,EDT,Nuclear,3251.0
07/12/2024 08:30:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:30:00,EDT,Other Renewables,376.0
07/12/2024 08:30:00,EDT,Wind,77.0
07/12/2024 08:30:00,EDT,Hydro,2928.0
07/12/2024 08:35:00,EDT,Dual Fuel,5694.0
07/12/2024 08:35:00,EDT,Natural Gas,4867.0
07/12/2024 08:35:00,EDT,Nuclear,3250.0
07/12/2024 08:35:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:35:00,EDT,Other Renewables,383.0
07/12/2024 08:35:00,EDT,Wind,84.0
07/12/2024 08:35:00,EDT,Hydro,2927.0
07/12/2024 08:40:00,EDT,Dual Fuel,5723.0
07/12/2024 08:40:00,EDT,Natural Gas,4854.0
07/12/2024 08:40:00,EDT,Nuclear,3250.0
07/12/2024 08:40:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:40:00,EDT,Other Renewables,386.0
07/12/2024 08:40:00,EDT,Wind,87.0
07/12/2024 08:40:00,EDT,Hydro,2943.0
07/12/2024 08:45:00,EDT,Dual Fuel,5744.0
07/12/2024 08:45:00,EDT,Natural Gas,4851.0
07/12/2024 08:45:00,EDT,Nuclear,3249.0
07/12/2024 08:45:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:45:00,EDT,Other Renewables,393.0
07/12/2024 08:45:00,EDT,Wind,87.0
07/12/2024 08:45:00,EDT,Hydro,2977.0
07/12/2024 08:50:00,EDT,Dual Fuel,5757.0
07/12/2024 08:50:00,EDT,Natural Gas,4885.0
07/12/2024 08:50:00,EDT,Nuclear,3248.0
07/12/2024 08:50:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:50:00,EDT,Other Renewables,378.0
07/12/2024 08:50:00,EDT,Wind,78.0
07/12/2024 08:50:00,EDT,Hydro,3016.0
07/12/2024 08:55:00,EDT,Dual Fuel,5768.0
07/12/2024 08:55:00,EDT,Natural Gas,4941.0
07/12/2024 08:55:00,EDT,Nuclear,3249.0
07/12/2024 08:55:00,EDT,Other Fossil Fuels,8.0
07/12/2024 08:55:00,EDT,Other Renewables,375.0
07/12/2024 08:55:00,EDT,Wind,72.0
07/12/2024 08:55:00,EDT,Hydro,3042.0
07/12/2024 09:00:00,EDT,Dual Fuel,5790.0
07/12/2024 09:00:00,EDT,Natural Gas,4945.0
07/12/2024 09:00:00,EDT,Nuclear,3248.0
07/12/2024 09:00:00,EDT,Other Fossil Fuels,8.0
07/12/2024 09:00:00,EDT,Other Renewables,371.0
07/12/2024 09:00:00,EDT,Wind,66.0
07/12/2024 09:00:00,EDT,Hydro,3040.0
07/12/2024 09:05:00,EDT,Dual Fuel,5857.0
07/12/2024 09:05:00,EDT,Natural Gas,4907.0
07/12/2024 09:05:00,EDT,Nuclear,3249.0
07/12/2024 09:05:00,EDT,Other Fossil Fuels,8.0
07/12/2024 09:05:00,EDT,Other Renewables,387.0
07/12/2024 09:05:00,EDT,Wind,64.0
07/12/2024 09:05:00,EDT,Hydro,2939.0
07/12/2024 09:10:00,EDT,Dual Fuel,5879.0
07/12/2024 09:10:00,EDT,Natural Gas,4906.0
07/12/2024 09:10:00,EDT,Nuclear,3248.0
07/12/2024 09:10:00,EDT,Other Fossil Fuels,8.0
07/12/2024 09:10:00,EDT,Other Renewables,418.0
07/12/2024 09:10:00,EDT,Wind,61.0
07/12/2024 09:10:00,EDT,Hydro,2875.0
07/12/2024 09:15:00,EDT,Dual Fuel,5913.0
07/12/2024 09:15:00,EDT,Natural Gas,4909.0
07/12/2024 09:15:00,EDT,Nuclear,3250.0
07/12/2024 09:15:00,EDT,Other Fossil Fuels,8.0
07/12/2024 09:15:00,EDT,Other Renewables,420.0
07/12/2024 09:15:00,EDT,Wind,60.0
07/12/2024 09:15:00,EDT,Hydro,2882.0
07/12/2024 09:20:00,EDT,Dual Fuel,5912.0
07/12/2024 09:20:00,EDT,Natural Gas,4920.0
07/12/2024 09:20:00,EDT,Nuclear,3247.0
07/12/2024 09:20:00,EDT,Other Fossil Fuels,8.0
07/12/2024 09:20:00,EDT,Other Renewables,407.0
07/12/2024 09:20:00,EDT,Wind,58.0
07/12/2024 09:20:00,EDT,Hydro,2872.0
07/12/2024 09:25:00,EDT,Dual Fuel,5914.0
07/12/2024 09:25:00,EDT,Natural Gas,4916.0
07/12/2024 09:25:00,EDT,Nuclear,3247.0
07/12/2024 09:25:00,EDT,Other Fossil Fuels,10.0
07/12/2024 09:25:00,EDT,Other Renewables,391.0
07/12/2024 09:25:00,EDT,Wind,55.0
07/12/2024 09:25:00,EDT,Hydro,2929.0
07/12/2024 09:30:00,EDT,Dual Fuel,5939.0
07/12/2024 09:30:00,EDT,Natural Gas,4905.0
07/12/2024 09:30:00,EDT,Nuclear,3248.0
07/12/2024 09:30:00,EDT,Other Fossil Fuels,24.0
07/12/2024 09:30:00,EDT,Other Renewables,382.0
07/12/2024 09:30:00,EDT,Wind,58.0
07/12/2024 09:30:00,EDT,Hydro,2935.0
07/12/2024 09:35:00,EDT,Dual Fuel,5924.0
07/12/2024 09:35:00,EDT,Natural Gas,4910.0
07/12/2024 09:35:00,EDT,Nuclear,3248.0
07/12/2024 09:35:00,EDT,Other Fossil Fuels,25.0
07/12/2024 09:35:00,EDT,Other Renewables,395.0
07/12/2024 09:35:00,EDT,Wind,59.0
07/12/2024 09:35:00,EDT,Hydro,2934.0
07/12/2024 09:40:00,EDT,Dual Fuel,5909.0
07/12/2024 09:40:00,EDT,Natural Gas,4910.0
07/12/2024 09:40:00,EDT,Nuclear,3249.0
